doi,language,method,method2,measurement,validation
10.1177/0093650214565923,es,man,Manual,thing,NA
10.1177/0093650214565923,es,man,Manual,types,NA
10.1177/0093650214565923,cn,man,Manual,thing,NA
10.1177/0093650214565923,cn,man,Manual,types,NA
10.1177/0093650214565923,pt,man,Manual,thing,NA
10.1177/0093650214565923,pt,man,Manual,types,NA
10.1177/0093650214565923,pl,man,Manual,thing,NA
10.1177/0093650214565923,pl,man,Manual,types,NA
10.1177/0267323116647235,en,man,Manual,const,NA
10.1177/0267323116647235,en,man,Manual,attri,NA
10.1177/0267323116647235,en,man,Manual,frame,NA
10.1177/0267323116647235,de,man,Manual,const,NA
10.1177/0267323116647235,de,man,Manual,attri,NA
10.1177/0267323116647235,de,man,Manual,frame,NA
10.1177/0267323116647235,nl,man,Manual,const,NA
10.1177/0267323116647235,nl,man,Manual,attri,NA
10.1177/0267323116647235,nl,man,Manual,frame,NA
10.1177/0267323116647235,cz,man,Manual,const,NA
10.1177/0267323116647235,cz,man,Manual,attri,NA
10.1177/0267323116647235,cz,man,Manual,frame,NA
10.1177/0267323116647235,sk,man,Manual,const,NA
10.1177/0267323116647235,sk,man,Manual,attri,NA
10.1177/0267323116647235,sk,man,Manual,frame,NA
10.1177/0267323116659977,en,man,Manual,quali,NA
10.1177/0267323116659977,en,man,Manual,attri,NA
10.1177/0267323116659977,en,man,Manual,frame,NA
10.1177/0267323116659977,de,man,Manual,quali,NA
10.1177/0267323116659977,de,man,Manual,attri,NA
10.1177/0267323116659977,de,man,Manual,frame,NA
10.1177/0267323116659977,fr,man,Manual,quali,NA
10.1177/0267323116659977,fr,man,Manual,attri,NA
10.1177/0267323116659977,fr,man,Manual,frame,NA
10.1177/0267323116659977,es,man,Manual,quali,NA
10.1177/0267323116659977,es,man,Manual,attri,NA
10.1177/0267323116659977,es,man,Manual,frame,NA
10.1177/0267323116659977,it,man,Manual,quali,NA
10.1177/0267323116659977,it,man,Manual,attri,NA
10.1177/0267323116659977,it,man,Manual,frame,NA
10.1177/0267323116659977,gr,man,Manual,quali,NA
10.1177/0267323116659977,gr,man,Manual,attri,NA
10.1177/0267323116659977,gr,man,Manual,frame,NA
10.1177/0267323116666478,de,man,Manual,const,NA
10.1177/0267323116666478,de,man,Manual,senti,NA
10.1177/0267323116666478,de,man,Manual,props,NA
10.1177/0267323116666478,de,man,Manual,frame,NA
10.1177/0267323116666478,fr,man,Manual,const,NA
10.1177/0267323116666478,fr,man,Manual,senti,NA
10.1177/0267323116666478,fr,man,Manual,props,NA
10.1177/0267323116666478,fr,man,Manual,frame,NA
10.1177/0267323116666478,it,man,Manual,const,NA
10.1177/0267323116666478,it,man,Manual,senti,NA
10.1177/0267323116666478,it,man,Manual,props,NA
10.1177/0267323116666478,it,man,Manual,frame,NA
10.1177/0267323116674110,en,man,Manual,const,NA
10.1177/0267323116674110,en,man,Manual,theme,NA
10.1177/0267323116674110,en,man,Manual,props,NA
10.1177/0267323116674110,dk,man,Manual,const,NA
10.1177/0267323116674110,dk,man,Manual,theme,NA
10.1177/0267323116674110,dk,man,Manual,props,NA
10.1177/0267323117720342,es,man,Manual,thing,NA
10.1177/0267323117720342,es,man,Manual,const,NA
10.1177/0267323117720342,es,man,Manual,senti,NA
10.1177/0267323117720342,es,man,Manual,props,NA
10.1177/0267323117720342,gr,man,Manual,thing,NA
10.1177/0267323117720342,gr,man,Manual,const,NA
10.1177/0267323117720342,gr,man,Manual,senti,NA
10.1177/0267323117720342,gr,man,Manual,props,NA
10.1177/0267323117720343,en,man,Manual,theme,NA
10.1177/0267323117720343,en,man,Manual,quali,NA
10.1177/0267323117720343,de,man,Manual,theme,NA
10.1177/0267323117720343,de,man,Manual,quali,NA
10.1177/0267323117720343,fr,man,Manual,theme,NA
10.1177/0267323117720343,fr,man,Manual,quali,NA
10.1177/0267323117720343,it,man,Manual,theme,NA
10.1177/0267323117720343,it,man,Manual,quali,NA
10.1177/0267323117725972,en,man,Manual,thing,NA
10.1177/0267323117725972,sr,man,Manual,thing,NA
10.1177/0267323117737953,fr,man,Manual,theme,NA
10.1177/0267323117737953,fr,man,Manual,quali,NA
10.1177/0267323117737953,gr,man,Manual,theme,NA
10.1177/0267323117737953,gr,man,Manual,quali,NA
10.1177/0267323117750673,en,man,Manual,thing,NA
10.1177/0267323117750673,en,man,Manual,const,NA
10.1177/0267323117750673,en,man,Manual,props,NA
10.1177/0267323117750673,fr,man,Manual,thing,NA
10.1177/0267323117750673,fr,man,Manual,const,NA
10.1177/0267323117750673,fr,man,Manual,props,NA
10.1177/0267323117750673,it,man,Manual,thing,NA
10.1177/0267323117750673,it,man,Manual,const,NA
10.1177/0267323117750673,it,man,Manual,props,NA
10.1177/0267323117750673,hu,man,Manual,thing,NA
10.1177/0267323117750673,hu,man,Manual,const,NA
10.1177/0267323117750673,hu,man,Manual,props,NA
10.1177/0267323117750673,lv,man,Manual,thing,NA
10.1177/0267323117750673,lv,man,Manual,const,NA
10.1177/0267323117750673,lv,man,Manual,props,NA
10.1177/0267323117750673,ro,man,Manual,thing,NA
10.1177/0267323117750673,ro,man,Manual,const,NA
10.1177/0267323117750673,ro,man,Manual,props,NA
10.1177/0267323118790155,en,man,Manual,thing,NA
10.1177/0267323118790155,en,man,Manual,attri,NA
10.1177/0267323118790155,fr,man,Manual,thing,NA
10.1177/0267323118790155,fr,man,Manual,attri,NA
10.1177/0267323118790155,ru,man,Manual,thing,NA
10.1177/0267323118790155,ru,man,Manual,attri,NA
10.1177/0267323118790155,sf,man,Manual,thing,NA
10.1177/0267323118790155,sf,man,Manual,attri,NA
10.1177/0267323118810884,cz,man,Manual,forma,NA
10.1177/0267323118810884,cz,man,Manual,thing,NA
10.1177/0267323118810884,cz,man,Manual,theme,NA
10.1177/0267323118810884,cz,man,Manual,attri,NA
10.1177/0267323118810884,cz,man,Manual,pragm,NA
10.1177/0267323118810884,pl,man,Manual,forma,NA
10.1177/0267323118810884,pl,man,Manual,thing,NA
10.1177/0267323118810884,pl,man,Manual,theme,NA
10.1177/0267323118810884,pl,man,Manual,attri,NA
10.1177/0267323118810884,pl,man,Manual,pragm,NA
10.1177/0267323120909292,en,man,Manual,thing,NA
10.1177/0267323120909292,en,man,Manual,quali,NA
10.1177/0267323120909292,en,man,Manual,attri,NA
10.1177/0267323120909292,en,man,Manual,props,NA
10.1177/0267323120909292,de,man,Manual,thing,NA
10.1177/0267323120909292,de,man,Manual,quali,NA
10.1177/0267323120909292,de,man,Manual,attri,NA
10.1177/0267323120909292,de,man,Manual,props,NA
10.1177/0267323120909292,nl,man,Manual,thing,NA
10.1177/0267323120909292,nl,man,Manual,quali,NA
10.1177/0267323120909292,nl,man,Manual,attri,NA
10.1177/0267323120909292,nl,man,Manual,props,NA
10.1177/0267323120909292,fr,man,Manual,thing,NA
10.1177/0267323120909292,fr,man,Manual,quali,NA
10.1177/0267323120909292,fr,man,Manual,attri,NA
10.1177/0267323120909292,fr,man,Manual,props,NA
10.1177/0267323120909292,es,man,Manual,thing,NA
10.1177/0267323120909292,es,man,Manual,quali,NA
10.1177/0267323120909292,es,man,Manual,attri,NA
10.1177/0267323120909292,es,man,Manual,props,NA
10.1177/0267323120909292,it,man,Manual,thing,NA
10.1177/0267323120909292,it,man,Manual,quali,NA
10.1177/0267323120909292,it,man,Manual,attri,NA
10.1177/0267323120909292,it,man,Manual,props,NA
10.1177/0267323120909292,se,man,Manual,thing,NA
10.1177/0267323120909292,se,man,Manual,quali,NA
10.1177/0267323120909292,se,man,Manual,attri,NA
10.1177/0267323120909292,se,man,Manual,props,NA
10.1177/0267323120909292,gr,man,Manual,thing,NA
10.1177/0267323120909292,gr,man,Manual,quali,NA
10.1177/0267323120909292,gr,man,Manual,attri,NA
10.1177/0267323120909292,gr,man,Manual,props,NA
10.1177/0267323120909292,no,man,Manual,thing,NA
10.1177/0267323120909292,no,man,Manual,quali,NA
10.1177/0267323120909292,no,man,Manual,attri,NA
10.1177/0267323120909292,no,man,Manual,props,NA
10.1177/0267323120909292,sf,man,Manual,thing,NA
10.1177/0267323120909292,sf,man,Manual,quali,NA
10.1177/0267323120909292,sf,man,Manual,attri,NA
10.1177/0267323120909292,sf,man,Manual,props,NA
10.1177/1461444814546728,en,man,Manual,forma,NA
10.1177/1461444814546728,en,man,Manual,theme,NA
10.1177/1461444814546728,en,man,Manual,pragm,NA
10.1177/1461444814546728,en,man,Manual,other,NA
10.1177/1461444814546728,nl,man,Manual,forma,NA
10.1177/1461444814546728,nl,man,Manual,theme,NA
10.1177/1461444814546728,nl,man,Manual,pragm,NA
10.1177/1461444814546728,nl,man,Manual,other,NA
10.1177/1461444817719087,en,man,Manual,const,NA
10.1177/1461444817719087,en,man,Manual,types,NA
10.1177/1461444817719087,en,man,Manual,other,NA
10.1177/1461444817719087,cz,man,Manual,const,NA
10.1177/1461444817719087,cz,man,Manual,types,NA
10.1177/1461444817719087,cz,man,Manual,other,NA
10.1177/1461444819855966,en,man,Manual,forma,NA
10.1177/1461444819855966,en,man,Manual,quali,NA
10.1177/1461444819855966,de,man,Manual,forma,NA
10.1177/1461444819855966,de,man,Manual,quali,NA
10.1177/1461444819893991,de,man,Manual,const,NA
10.1177/1461444819893991,de,man,Manual,attri,NA
10.1177/1461444819893991,de,man,Manual,pragm,NA
10.1177/1461444819893991,nl,man,Manual,const,NA
10.1177/1461444819893991,nl,man,Manual,attri,NA
10.1177/1461444819893991,nl,man,Manual,pragm,NA
10.1177/1461444819893991,se,man,Manual,const,NA
10.1177/1461444819893991,se,man,Manual,attri,NA
10.1177/1461444819893991,se,man,Manual,pragm,NA
10.1177/1461444819899625,en,man,Manual,const,NA
10.1177/1461444819899625,en,man,Manual,quali,NA
10.1177/1461444819899625,en,man,Manual,pragm,NA
10.1177/1461444819899625,de,man,Manual,const,NA
10.1177/1461444819899625,de,man,Manual,quali,NA
10.1177/1461444819899625,de,man,Manual,pragm,NA
10.1177/1464884915595472,en,man,Manual,thing,NA
10.1177/1464884915595472,en,man,Manual,attri,NA
10.1177/1464884915595472,en,man,Manual,frame,NA
10.1177/1464884915595472,cn,man,Manual,thing,NA
10.1177/1464884915595472,cn,man,Manual,attri,NA
10.1177/1464884915595472,cn,man,Manual,frame,NA
10.1177/1464884916657509,es,man,Manual,quali,NA
10.1177/1464884916657509,pt,man,Manual,quali,NA
10.1177/1464884916667872,en,man,Manual,const,NA
10.1177/1464884916667872,en,man,Manual,theme,NA
10.1177/1464884916667872,de,man,Manual,const,NA
10.1177/1464884916667872,de,man,Manual,theme,NA
10.1177/1464884916667872,fr,man,Manual,const,NA
10.1177/1464884916667872,fr,man,Manual,theme,NA
10.1177/1464884916667872,it,man,Manual,const,NA
10.1177/1464884916667872,it,man,Manual,theme,NA
10.1177/1464884916680372,en,man,Manual,quali,NA
10.1177/1464884916680372,en,man,Manual,frame,NA
10.1177/1464884916680372,de,man,Manual,quali,NA
10.1177/1464884916680372,de,man,Manual,frame,NA
10.1177/1464884916680372,pt,man,Manual,quali,NA
10.1177/1464884916680372,pt,man,Manual,frame,NA
10.1177/1464884916683548,de,man,Manual,thing,NA
10.1177/1464884916683548,de,man,Manual,frame,NA
10.1177/1464884916683548,es,man,Manual,thing,NA
10.1177/1464884916683548,es,man,Manual,frame,NA
10.1177/1464884916689152,en,man,Manual,const,NA
10.1177/1464884916689152,he,man,Manual,const,NA
10.1177/1464884918774311,en,man,Manual,forma,NA
10.1177/1464884918774311,en,man,Manual,thing,NA
10.1177/1464884918774311,en,man,Manual,types,NA
10.1177/1464884918774311,en,man,Manual,theme,NA
10.1177/1464884918774311,de,man,Manual,forma,NA
10.1177/1464884918774311,de,man,Manual,thing,NA
10.1177/1464884918774311,de,man,Manual,types,NA
10.1177/1464884918774311,de,man,Manual,theme,NA
10.1177/1464884918774311,nl,man,Manual,forma,NA
10.1177/1464884918774311,nl,man,Manual,thing,NA
10.1177/1464884918774311,nl,man,Manual,types,NA
10.1177/1464884918774311,nl,man,Manual,theme,NA
10.1177/1464884918774311,pt,man,Manual,forma,NA
10.1177/1464884918774311,pt,man,Manual,thing,NA
10.1177/1464884918774311,pt,man,Manual,types,NA
10.1177/1464884918774311,pt,man,Manual,theme,NA
10.1177/1464884918774311,ru,man,Manual,forma,NA
10.1177/1464884918774311,ru,man,Manual,thing,NA
10.1177/1464884918774311,ru,man,Manual,types,NA
10.1177/1464884918774311,ru,man,Manual,theme,NA
10.1177/1464884918774311,cz,man,Manual,forma,NA
10.1177/1464884918774311,cz,man,Manual,thing,NA
10.1177/1464884918774311,cz,man,Manual,types,NA
10.1177/1464884918774311,cz,man,Manual,theme,NA
10.1177/1464884918774311,pl,man,Manual,forma,NA
10.1177/1464884918774311,pl,man,Manual,thing,NA
10.1177/1464884918774311,pl,man,Manual,types,NA
10.1177/1464884918774311,pl,man,Manual,theme,NA
10.1177/1464884918774311,ua,man,Manual,forma,NA
10.1177/1464884918774311,ua,man,Manual,thing,NA
10.1177/1464884918774311,ua,man,Manual,types,NA
10.1177/1464884918774311,ua,man,Manual,theme,NA
10.1177/1464884918774311,lv,man,Manual,forma,NA
10.1177/1464884918774311,lv,man,Manual,thing,NA
10.1177/1464884918774311,lv,man,Manual,types,NA
10.1177/1464884918774311,lv,man,Manual,theme,NA
10.1177/1464884918774311,ro,man,Manual,forma,NA
10.1177/1464884918774311,ro,man,Manual,thing,NA
10.1177/1464884918774311,ro,man,Manual,types,NA
10.1177/1464884918774311,ro,man,Manual,theme,NA
10.1177/1464884918774311,sr,man,Manual,forma,NA
10.1177/1464884918774311,sr,man,Manual,thing,NA
10.1177/1464884918774311,sr,man,Manual,types,NA
10.1177/1464884918774311,sr,man,Manual,theme,NA
10.1177/1464884918774311,al,man,Manual,forma,NA
10.1177/1464884918774311,al,man,Manual,thing,NA
10.1177/1464884918774311,al,man,Manual,types,NA
10.1177/1464884918774311,al,man,Manual,theme,NA
10.1177/1464884919830181,en,man,Manual,theme,NA
10.1177/1464884919830181,en,man,Manual,attri,NA
10.1177/1464884919830181,pl,man,Manual,theme,NA
10.1177/1464884919830181,pl,man,Manual,attri,NA
10.1177/1464884919830479,en,man,Manual,forma,NA
10.1177/1464884919830479,en,man,Manual,thing,NA
10.1177/1464884919830479,en,man,Manual,const,NA
10.1177/1464884919830479,ru,man,Manual,forma,NA
10.1177/1464884919830479,ru,man,Manual,thing,NA
10.1177/1464884919830479,ru,man,Manual,const,NA
10.1177/1464884919870323,en,man,Manual,const,NA
10.1177/1464884919870323,jp,man,Manual,const,NA
10.1177/1464884920929202,en,man,Manual,pragm,NA
10.1177/1464884920929202,kr,man,Manual,pragm,NA
10.1177/1940161216631114,en,man,Manual,thing,NA
10.1177/1940161216631114,en,man,Manual,attri,NA
10.1177/1940161216631114,en,man,Manual,props,NA
10.1177/1940161216631114,cn,man,Manual,thing,NA
10.1177/1940161216631114,cn,man,Manual,attri,NA
10.1177/1940161216631114,cn,man,Manual,props,NA
10.1177/1940161216631114,pt,man,Manual,thing,NA
10.1177/1940161216631114,pt,man,Manual,attri,NA
10.1177/1940161216631114,pt,man,Manual,props,NA
10.1177/1940161216661848,en,man,Manual,frame,NA
10.1177/1940161216661848,de,man,Manual,frame,NA
10.1177/1940161216661848,pt,man,Manual,frame,NA
10.1177/1940161217708525,en,man,Manual,props,NA
10.1177/1940161217708525,en,man,Manual,frame,NA
10.1177/1940161217708525,nl,man,Manual,props,NA
10.1177/1940161217708525,nl,man,Manual,frame,NA
10.1177/1940161217708525,es,man,Manual,props,NA
10.1177/1940161217708525,es,man,Manual,frame,NA
10.1177/1940161217708525,dk,man,Manual,props,NA
10.1177/1940161217708525,dk,man,Manual,frame,NA
10.1177/1940161218782740,en,man,Manual,thing,NA
10.1177/1940161218782740,en,man,Manual,const,NA
10.1177/1940161218782740,en,man,Manual,quali,NA
10.1177/1940161218782740,fr,man,Manual,thing,NA
10.1177/1940161218782740,fr,man,Manual,const,NA
10.1177/1940161218782740,fr,man,Manual,quali,NA
10.1177/1940161218782740,se,man,Manual,thing,NA
10.1177/1940161218782740,se,man,Manual,const,NA
10.1177/1940161218782740,se,man,Manual,quali,NA
10.1177/1940161218785979,en,man,Manual,thing,NA
10.1177/1940161218785979,en,man,Manual,quali,NA
10.1177/1940161218785979,en,man,Manual,attri,NA
10.1177/1940161218785979,en,man,Manual,pragm,NA
10.1177/1940161218785979,de,man,Manual,thing,NA
10.1177/1940161218785979,de,man,Manual,quali,NA
10.1177/1940161218785979,de,man,Manual,attri,NA
10.1177/1940161218785979,de,man,Manual,pragm,NA
10.1177/1940161218785979,nl,man,Manual,thing,NA
10.1177/1940161218785979,nl,man,Manual,quali,NA
10.1177/1940161218785979,nl,man,Manual,attri,NA
10.1177/1940161218785979,nl,man,Manual,pragm,NA
10.1177/1940161218785979,fr,man,Manual,thing,NA
10.1177/1940161218785979,fr,man,Manual,quali,NA
10.1177/1940161218785979,fr,man,Manual,attri,NA
10.1177/1940161218785979,fr,man,Manual,pragm,NA
10.1177/1940161218785979,it,man,Manual,thing,NA
10.1177/1940161218785979,it,man,Manual,quali,NA
10.1177/1940161218785979,it,man,Manual,attri,NA
10.1177/1940161218785979,it,man,Manual,pragm,NA
10.1177/1940161218785979,se,man,Manual,thing,NA
10.1177/1940161218785979,se,man,Manual,quali,NA
10.1177/1940161218785979,se,man,Manual,attri,NA
10.1177/1940161218785979,se,man,Manual,pragm,NA
10.1177/1940161218785979,pl,man,Manual,thing,NA
10.1177/1940161218785979,pl,man,Manual,quali,NA
10.1177/1940161218785979,pl,man,Manual,attri,NA
10.1177/1940161218785979,pl,man,Manual,pragm,NA
10.1177/1940161218785979,bg,man,Manual,thing,NA
10.1177/1940161218785979,bg,man,Manual,quali,NA
10.1177/1940161218785979,bg,man,Manual,attri,NA
10.1177/1940161218785979,bg,man,Manual,pragm,NA
10.1177/1940161218786426,cn,man,Manual,thing,NA
10.1177/1940161218786426,cn,man,Manual,types,NA
10.1177/1940161218786426,cn,man,Manual,attri,NA
10.1177/1940161218786426,cn,man,Manual,props,NA
10.1177/1940161218786426,ru,man,Manual,thing,NA
10.1177/1940161218786426,ru,man,Manual,types,NA
10.1177/1940161218786426,ru,man,Manual,attri,NA
10.1177/1940161218786426,ru,man,Manual,props,NA
10.1177/1940161218786426,ar,man,Manual,thing,NA
10.1177/1940161218786426,ar,man,Manual,types,NA
10.1177/1940161218786426,ar,man,Manual,attri,NA
10.1177/1940161218786426,ar,man,Manual,props,NA
10.1177/1940161218786426,fs,man,Manual,thing,NA
10.1177/1940161218786426,fs,man,Manual,types,NA
10.1177/1940161218786426,fs,man,Manual,attri,NA
10.1177/1940161218786426,fs,man,Manual,props,NA
10.1177/1940161218788956,en,man,Manual,quali,NA
10.1177/1940161218788956,en,man,Manual,attri,NA
10.1177/1940161218788956,de,man,Manual,quali,NA
10.1177/1940161218788956,de,man,Manual,attri,NA
10.1177/1940161218788956,fr,man,Manual,quali,NA
10.1177/1940161218788956,fr,man,Manual,attri,NA
10.1177/1940161218805143,en,man,Manual,thing,NA
10.1177/1940161218805143,en,man,Manual,theme,NA
10.1177/1940161218805143,de,man,Manual,thing,NA
10.1177/1940161218805143,de,man,Manual,theme,NA
10.1177/1940161218805143,nl,man,Manual,thing,NA
10.1177/1940161218805143,nl,man,Manual,theme,NA
10.1177/1940161218805143,fr,man,Manual,thing,NA
10.1177/1940161218805143,fr,man,Manual,theme,NA
10.1177/1940161218805143,pt,man,Manual,thing,NA
10.1177/1940161218805143,pt,man,Manual,theme,NA
10.1177/1940161218805143,gr,man,Manual,thing,NA
10.1177/1940161218805143,gr,man,Manual,theme,NA
10.1177/1940161218819430,en,man,Manual,thing,NA
10.1177/1940161218819430,en,man,Manual,theme,NA
10.1177/1940161218819430,en,man,Manual,quali,NA
10.1177/1940161218819430,de,man,Manual,thing,NA
10.1177/1940161218819430,de,man,Manual,theme,NA
10.1177/1940161218819430,de,man,Manual,quali,NA
10.1177/1940161218819430,fr,man,Manual,thing,NA
10.1177/1940161218819430,fr,man,Manual,theme,NA
10.1177/1940161218819430,fr,man,Manual,quali,NA
10.1177/1940161218819430,it,man,Manual,thing,NA
10.1177/1940161218819430,it,man,Manual,theme,NA
10.1177/1940161218819430,it,man,Manual,quali,NA
10.1177/1940161219872155,en,man,Manual,quali,NA
10.1177/1940161219872155,de,man,Manual,quali,NA
10.1177/1940161219872155,es,man,Manual,quali,NA
10.1177/1940161219872155,cn,man,Manual,quali,NA
10.1177/1940161219872155,pt,man,Manual,quali,NA
10.1177/1940161219872155,gr,man,Manual,quali,NA
10.1177/1940161219872155,ru,man,Manual,quali,NA
10.1177/1940161219872155,pl,man,Manual,quali,NA
10.1177/1940161219872155,hu,man,Manual,quali,NA
10.1177/1940161220910106,en,man,Manual,quali,NA
10.1177/1940161220910106,de,man,Manual,quali,NA
10.1177/1940161220910106,es,man,Manual,quali,NA
10.1177/1940161220910106,cn,man,Manual,quali,NA
10.1177/1940161220910106,pt,man,Manual,quali,NA
10.1177/1940161220912694,de,man,Manual,thing,NA
10.1177/1940161220912694,de,man,Manual,const,NA
10.1177/1940161220912694,de,man,Manual,attri,NA
10.1177/1940161220912694,fr,man,Manual,thing,NA
10.1177/1940161220912694,fr,man,Manual,const,NA
10.1177/1940161220912694,fr,man,Manual,attri,NA
10.1177/1940161220912694,it,man,Manual,thing,NA
10.1177/1940161220912694,it,man,Manual,const,NA
10.1177/1940161220912694,it,man,Manual,attri,NA
10.1177/2056305117717888,en,man,Manual,forma,NA
10.1177/2056305117717888,en,man,Manual,thing,NA
10.1177/2056305117717888,en,man,Manual,const,NA
10.1177/2056305117717888,en,man,Manual,types,NA
10.1177/2056305117717888,en,man,Manual,quali,NA
10.1177/2056305117717888,un,man,Manual,forma,NA
10.1177/2056305117717888,un,man,Manual,thing,NA
10.1177/2056305117717888,un,man,Manual,const,NA
10.1177/2056305117717888,un,man,Manual,types,NA
10.1177/2056305117717888,un,man,Manual,quali,NA
10.1177/2056305118823358,en,man,Manual,thing,NA
10.1177/2056305118823358,en,man,Manual,quali,NA
10.1177/2056305118823358,de,man,Manual,thing,NA
10.1177/2056305118823358,de,man,Manual,quali,NA
10.1177/2056305118823358,fr,man,Manual,thing,NA
10.1177/2056305118823358,fr,man,Manual,quali,NA
10.1177/2056305118823358,it,man,Manual,thing,NA
10.1177/2056305118823358,it,man,Manual,quali,NA
10.1177/2056305119888657,en,man,Manual,const,NA
10.1177/2056305119888657,en,man,Manual,types,NA
10.1177/2056305119888657,en,man,Manual,pragm,NA
10.1177/2056305119888657,es,man,Manual,const,NA
10.1177/2056305119888657,es,man,Manual,types,NA
10.1177/2056305119888657,es,man,Manual,pragm,NA
10.1332/030557315X14434668993301,en,man,Manual,thing,NA
